Issue Date,Syndicate Desk,Syndicate Region,Country,Issuer,ISIN,Issuer Category,Sector,Currency,Size (EUR m),Tenor,Seniority,Coupon,IPTs,Spread at Launch (bps),Guidance,Price Tightening,Books Guide,Books Launch,Books Final,Oversubscription,New Issue Premium (bps),BNP Role,BNP Active,Sustainable
2020-09-08,London,EMEA,UK,Manufacturing Solutions,GBSB89OY25C8,Corporate,Consumer,USD,211.01,20,Senior Unsecured,Floating,5.57,191.48,5.51,0.06,274.31,411.47,466.33,3.41,23.71,Global Coordinator,True,False
2023-01-04,London,EMEA,UK,Lloyds Banking Corp,GBAI77LG1HA3,FIG,Asset Management,USD,175.87,3,Senior Preferred,Fixed,5.95,136.67,5.87,0.08,263.81,474.86,527.62,4.4,15.68,Active Bookrunner,True,False
2024-10-11,London,EMEA,UK,Retail Corporation,GBS0IK0R4287,Corporate,Consumer,EUR,390.92,30,Senior Unsecured,Fixed,7.74,292.9,7.7,0.04,508.2,762.3,863.94,2.77,15.85,Active Bookrunner,True,False
2020-08-18,London,EMEA,UK,Global Systems,GBDE3FV98HO5,Corporate,Industrial,EUR,90.36,7,Senior Unsecured,Fixed,3.65,155.57,3.59,0.06,117.47,176.2,199.7,2.61,22.7,Co-Manager,True,False
2025-01-09,London,EMEA,United Arab Emirates,Metropolitan Holdings,AEJ48P2XX851,FIG,Banks,GBP,190.16,10,Senior Non-Preferred,Fixed,4.3,152.8,4.19,0.11,285.24,513.43,570.48,4.58,34.37,Passive Bookrunner,True,True
2022-06-25,London,EMEA,Germany,Global Systems,DED5RWX6PQB7,Corporate,Consumer,GBP,340.34,10,Senior Unsecured,Fixed,2.91,111.05,2.9,0.01,442.44,663.66,752.15,1.2,34.05,None,True,False
2024-12-10,London,EMEA,France,UNEDIC,FRZIFWHF9J15,SSA,Sovereign,USD,595.25,5,Secured,Fixed,2.93,24.35,2.93,0.0,1071.45,2357.19,2678.62,1.04,43.87,Passive Bookrunner,False,False
2021-12-07,Hong Kong,Asia-Pacific,Singapore,Global Group,SGR94KQI8ZP0,FIG,Insurance,HKD,135.72,3,Tier 2,Fixed,5.93,119.83,5.93,0.0,203.58,366.44,407.16,1.03,10.4,Passive,False,True
2025-01-28,Hong Kong,Asia-Pacific,Japan,MUFG Holdings,JPM5Q0OUZ009,FIG,Asset Management,CNY,313.51,10,Senior Non-Preferred,Fixed,7.25,154.99,7.08,0.17,470.26,846.47,940.52,4.53,20.38,Co-Manager,True,False
2025-01-12,London,EMEA,UK,Manufacturing Corporation,GB09PDQRF2C1,Corporate,Industrial,EUR,215.31,20,Senior Unsecured,Fixed,4.78,118.94,4.66,0.12,279.9,419.85,475.83,3.45,32.38,Co-Manager,True,False
2021-04-08,London,EMEA,United Arab Emirates,Government of United Arab Emirates,AE4VPLW1WX43,SSA,Sovereign,EUR,1226.93,7,Senior Unsecured,Zero-Coupon,4.96,20.59,4.94,0.02,2208.47,4858.63,5521.17,1.92,31.19,None,True,False
2022-05-01,Hong Kong,Asia-Pacific,Japan,MUFG Holdings,JPLNG5267PK1,FIG,Insurance,USD,281.55,3,Tier 2,Floating,6.89,150.8,6.85,0.04,422.33,760.19,844.66,2.55,13.56,Passive Bookrunner,True,False
2023-04-19,Hong Kong,Asia-Pacific,China,Manufacturing Systems,CNUNTDORV278,Corporate,Healthcare,CNY,168.82,5,Senior Unsecured,Floating,4.37,180.42,4.29,0.08,219.47,329.2,373.1,4.43,12.16,None,True,False
2024-07-10,Hong Kong,Asia-Pacific,Hong Kong,Retail Innovations,HKEGA69AQNC5,Corporate,Consumer,USD,164.5,10,Senior Unsecured,Fixed,6.7,89.16,6.68,0.02,213.85,320.77,363.54,1.68,17.71,None,True,False
2024-11-09,London,EMEA,Saudi Arabia,Global Innovations,SAGGKVNOXUH2,Corporate,Oil & Gas,GBP,364.46,5,Senior Unsecured,Zero-Coupon,2.18,125.34,2.13,0.05,473.8,710.7,805.46,2.19,40.4,Active Bookrunner,True,False
2023-05-05,New York,Americas,Canada,Government of Canada,CA6BO88J6IA4,SSA,Sovereign,USD,872.37,3,Senior Unsecured,Fixed,3.23,47.3,3.12,0.11,1570.27,3454.59,3925.68,4.52,9.02,Active Bookrunner,True,False
2025-01-02,New York,Americas,Canada,Global Financial,CALT7RML8077,FIG,Banks,USD,294.87,20,Senior Preferred,Floating,6.78,90.93,6.74,0.04,442.31,796.16,884.62,1.98,5.88,Active Bookrunner,False,False
2024-02-29,New York,Americas,Canada,Government of Canada,CAUXOTCMM1M3,SSA,Sovereign,USD,603.52,7,Senior Unsecured,Fixed,4.17,30.14,4.11,0.06,1086.34,2389.95,2715.85,3.75,18.72,Passive,True,False
2025-02-26,New York,Americas,USA,Citi Banking Corp,USDP9WBTU6K5,FIG,Banks,USD,285.19,1,Senior Preferred,Fixed,7.53,74.38,7.43,0.1,427.78,770.0,855.56,4.56,44.02,Passive Bookrunner,True,False
2021-08-18,London,EMEA,Switzerland,Bio Corporation,CHCDWZQ8CP28,Corporate,Consumer,USD,327.84,10,Senior Secured,Fixed,7.45,113.66,7.41,0.04,426.19,639.28,724.52,2.66,44.86,Passive Bookrunner,False,True
2020-08-05,New York,Americas,USA,Engineering Innovations,USIINTF9EGA7,Corporate,Technology,USD,392.72,3,Senior Unsecured,Fixed,4.74,197.99,4.69,0.05,510.54,765.81,867.92,2.45,42.45,None,False,True
2021-08-17,Hong Kong,Asia-Pacific,China,Tech Corporation,CNTXTBAFD6I2,Corporate,Consumer,USD,94.64,10,Senior Unsecured,Fixed,6.93,89.23,6.92,0.01,123.03,184.55,209.15,1.49,23.96,Passive,True,False
2023-07-25,Hong Kong,Asia-Pacific,Japan,Retail Systems,JP1775DN4GU7,Corporate,Industrial,HKD,384.91,5,Senior Secured,Floating,5.1,102.2,5.02,0.08,500.38,750.57,850.65,2.65,5.91,Passive,False,False
2022-12-05,New York,Americas,USA,Health Innovations,US98679M4F82,Corporate,Healthcare,USD,492.54,7,Senior Subordinated,Zero-Coupon,5.8,179.59,5.75,0.05,640.3,960.45,1088.51,2.42,27.75,Passive,True,False
2023-02-17,Hong Kong,Asia-Pacific,China,Government of China,CN2AR2BYOY73,SSA,Sovereign,HKD,1609.58,3,Senior Unsecured,Fixed,4.51,11.47,4.36,0.15,2897.24,6373.93,7243.1,4.18,21.58,Documentation Agent,True,False
2022-06-03,London,EMEA,Germany,Land NRW,DEY08T1JG1X9,SSA,Sovereign,GBP,1023.76,20,Senior Unsecured,Zero-Coupon,2.75,66.25,2.74,0.01,1842.77,4054.09,4606.93,1.26,21.66,Active Bookrunner,True,False
2023-03-11,New York,Americas,Mexico,Industrial Corporation,MXQGQAVKP881,Corporate,Healthcare,USD,538.45,10,Senior Subordinated,Fixed,5.98,120.34,5.92,0.06,699.99,1049.99,1189.98,3.35,33.25,Passive,False,False
2021-06-26,New York,Americas,USA,Bank of Group,USLHRNGY2J73,FIG,Insurance,USD,285.97,7,Senior Preferred,Fixed,6.17,76.0,6.01,0.16,428.96,772.13,857.92,4.43,23.08,None,True,False
2022-08-07,London,EMEA,Germany,Global Innovations,DEWFOZFC9HF5,Corporate,Utilities,USD,439.05,5,Senior Unsecured,Fixed,7.62,188.48,7.57,0.05,570.76,856.14,970.29,2.78,41.71,Co-Manager,True,False
2023-03-31,Hong Kong,Asia-Pacific,China,Industrial Corporation,CNJ7YUJNMCW5,Corporate,Healthcare,JPY,470.96,10,Senior Unsecured,Zero-Coupon,4.48,133.0,4.36,0.12,612.25,918.38,1040.83,4.55,17.24,None,True,False
2021-04-15,London,EMEA,Netherlands,Metropolitan Group,NL5YF7487XU2,FIG,Asset Management,GBP,167.62,5,Senior Non-Preferred,Fixed,4.97,64.54,4.9,0.07,251.43,452.57,502.86,4.25,23.08,Passive Bookrunner,False,False
2020-02-03,London,EMEA,Netherlands,Health Solutions,NL0FE4NNJD90,Corporate,Consumer,USD,369.23,10,Senior Unsecured,Fixed,2.23,83.27,2.06,0.17,480.0,720.0,816.0,4.32,18.16,Passive,True,False
2021-07-25,Hong Kong,Asia-Pacific,South Korea,Government of South Korea,KRD9ICIW5YS8,SSA,Sovereign,CNY,1250.05,10,Senior Unsecured,Floating,2.29,21.32,2.15,0.14,2250.09,4950.2,5625.23,4.99,29.8,Active Bookrunner,True,False
2024-12-18,London,EMEA,Germany,Global Financial,DE62K96RXDG3,FIG,Asset Management,USD,135.67,10,Senior Preferred,Fixed,4.27,137.13,4.26,0.01,203.5,366.3,407.0,1.33,43.97,None,True,False
2025-01-18,Hong Kong,Asia-Pacific,South Korea,Global Financial,KRTHM2CV7QR7,FIG,Financial Services,CNY,230.37,10,Senior Non-Preferred,Fixed,4.35,153.53,4.24,0.11,345.56,622.01,691.12,4.39,25.31,Passive Bookrunner,True,False
2020-08-31,Hong Kong,Asia-Pacific,Hong Kong,Manufacturing Solutions,HK3CDU62BTL4,Corporate,Technology,CNY,304.38,10,Senior Unsecured,Fixed,5.8,103.26,5.66,0.14,395.69,593.53,672.67,4.26,47.59,Passive,True,False
2020-08-26,London,EMEA,France,Retail Innovations,FRKBLLEGKBK9,Corporate,Industrial,EUR,324.77,5,Senior Unsecured,Fixed,6.78,145.9,6.69,0.09,422.2,633.3,717.74,3.25,35.85,Active Bookrunner,True,False
2025-02-12,Hong Kong,Asia-Pacific,Japan,Tech Systems,JPI57JP4DEX2,Corporate,Healthcare,JPY,480.1,5,Senior Unsecured,Fixed,3.37,166.95,3.28,0.09,624.13,936.19,1061.02,4.95,22.1,Active Bookrunner,True,False
2024-01-22,London,EMEA,Switzerland,Metropolitan Financial,CH5E1PZJLN77,FIG,Banks,USD,342.59,1,Senior Preferred,Fixed,7.16,146.02,7.1,0.06,513.88,924.98,1027.76,3.31,39.46,Co-Manager,False,True
2023-02-02,Hong Kong,Asia-Pacific,Singapore,Government of Singapore,SGJ57PHOXDM3,SSA,Sovereign,JPY,601.54,30,Senior Unsecured,Fixed,2.64,24.07,2.52,0.12,1082.77,2382.09,2706.93,4.23,19.47,Documentation Agent,True,False
2020-06-06,New York,Americas,Mexico,Industrial Corporation,MXRM6TRCFGO7,Corporate,Industrial,USD,349.02,5,Senior Unsecured,Fixed,7.05,206.76,6.91,0.14,453.73,680.6,771.34,4.04,47.33,None,False,True
2021-01-14,Hong Kong,Asia-Pacific,China,ICBC Holdings,CNY6JIZ83ET2,FIG,Banks,CNY,154.75,5,Tier 2,Floating,4.04,65.25,3.84,0.2,232.12,417.82,464.24,4.99,27.36,Passive,True,True
2023-01-03,Hong Kong,Asia-Pacific,Japan,Cloud Systems,JP9L0DKCLF52,Corporate,Healthcare,HKD,246.12,3,Senior Unsecured,Floating,6.71,162.29,6.69,0.02,319.96,479.94,543.93,1.84,44.69,Co-Manager,True,False
2021-07-17,London,EMEA,UK,Engineering Innovations,GBE0K8ISOIK3,Corporate,Consumer,EUR,166.94,10,Senior Secured,Fixed,5.98,185.29,5.93,0.05,217.02,325.53,368.93,2.58,18.17,Passive Bookrunner,True,False
2021-06-01,Hong Kong,Asia-Pacific,Japan,Mizuho Banking Corp,JPM70P4TF7I9,FIG,Financial Services,CNY,152.83,5,Senior Preferred,Fixed,4.29,75.47,4.21,0.08,229.25,412.65,458.5,3.53,46.69,Passive,False,True
2020-09-24,New York,Americas,Chile,Metropolitan Group,XXHZZVI4K6S3,FIG,Insurance,USD,124.47,10,Tier 2,Fixed,6.33,106.76,6.18,0.15,186.7,336.06,373.4,4.61,30.04,Co-Manager,True,True
2021-02-05,New York,Americas,USA,Bio Innovations,USCLFNN42088,Corporate,Healthcare,USD,317.79,5,Senior Subordinated,Floating,4.96,199.04,4.84,0.12,413.13,619.69,702.32,3.73,31.77,Co-Manager,True,False
2024-09-30,Hong Kong,Asia-Pacific,Hong Kong,Engineering Innovations,HKWIL637HXU1,Corporate,Healthcare,CNY,163.88,5,Senior Unsecured,Fixed,5.37,130.85,5.36,0.01,213.04,319.56,362.17,1.14,49.34,None,True,False
2025-01-12,Hong Kong,Asia-Pacific,China,Industrial Corporation,CN3JPR1OWOZ8,Corporate,Technology,CNY,196.98,3,Senior Unsecured,Zero-Coupon,6.35,163.79,6.26,0.09,256.07,384.11,435.32,2.88,32.78,Passive Bookrunner,False,False
2020-03-21,New York,Americas,Canada,Engineering Corporation,CAF7ZICRLBU7,Corporate,Healthcare,USD,320.13,3,Senior Unsecured,Fixed,4.43,178.23,4.37,0.06,416.17,624.25,707.49,2.89,22.76,Active Bookrunner,True,False
2022-12-23,London,EMEA,United Arab Emirates,Government of United Arab Emirates,AEAJI74QL3S1,SSA,Sovereign,EUR,782.21,10,Senior Unsecured,Fixed,4.52,53.11,4.45,0.07,1407.98,3097.56,3519.95,4.08,18.18,Co-Manager,False,False
2022-01-24,New York,Americas,USA,Engineering Innovations,US0H2MYLRKB3,Corporate,Healthcare,USD,529.91,10,Senior Unsecured,Floating,5.61,206.43,5.5,0.11,688.88,1033.32,1171.1,4.61,15.37,None,True,True
2023-05-11,New York,Americas,Canada,Tech Innovations,CA0Z7PMELWS6,Corporate,Industrial,EUR,117.22,10,Senior Unsecured,Floating,2.91,94.1,2.9,0.01,152.39,228.58,259.06,1.27,32.02,Passive Bookrunner,True,False
2021-12-25,Hong Kong,Asia-Pacific,China,Health Corporation,CNWDY7L739M0,Corporate,Healthcare,CNY,418.56,5,Senior Secured,Fixed,6.92,194.92,6.89,0.03,544.13,816.19,925.02,2.04,7.11,Active Bookrunner,True,True
2025-02-25,Hong Kong,Asia-Pacific,Japan,Government of Japan,JPZWZ36BYXF9,SSA,Sovereign,JPY,1368.15,30,Senior Unsecured,Fixed,5.42,63.15,5.31,0.11,2462.67,5417.87,6156.68,4.81,27.89,Passive Bookrunner,True,False
2022-03-24,New York,Americas,Mexico,Continental Financial,MXEYBWVBXTX3,FIG,Asset Management,USD,283.06,5,Senior Preferred,Fixed,2.69,111.88,2.55,0.14,424.59,764.26,849.18,3.84,24.94,None,False,False
2020-12-10,London,EMEA,Germany,Metropolitan Group,DE2R1Z6P74R4,FIG,Financial Services,EUR,245.17,30,Additional Tier 1,Fixed,6.99,101.85,6.88,0.11,367.75,661.95,735.5,3.59,18.64,Documentation Agent,True,False
2025-01-05,New York,Americas,Mexico,Health Corporation,MX2OX32PFWX9,Corporate,Healthcare,EUR,498.73,7,Senior Unsecured,Fixed,3.3,121.91,3.28,0.02,648.35,972.53,1102.19,1.7,47.74,None,False,True
2023-05-08,New York,Americas,USA,Bank of Holdings,USL4LZQ0D272,FIG,Insurance,EUR,276.6,5,Senior Preferred,Fixed,6.53,162.37,6.35,0.18,414.9,746.82,829.8,4.66,12.0,Co-Manager,False,False
2025-01-27,London,EMEA,United Arab Emirates,Global Corporation,AE5NJHR453O7,Corporate,Oil & Gas,EUR,406.46,10,Senior Unsecured,Floating,5.63,213.76,5.55,0.08,528.4,792.6,898.28,2.78,47.56,Passive Bookrunner,True,False
2020-02-03,New York,Americas,Mexico,Continental Holdings,MX9M2V1QS7J8,FIG,Financial Services,EUR,153.52,5,Senior Preferred,Floating,6.14,77.54,6.05,0.09,230.28,414.5,460.56,3.2,26.52,Passive Bookrunner,True,True
2022-03-12,New York,Americas,Canada,Government of Canada,CAATIV804FY1,SSA,Sovereign,EUR,908.51,5,Senior Unsecured,Fixed,7.68,47.79,7.57,0.11,1635.32,3597.7,4088.3,3.32,37.43,Passive,True,False
2023-08-26,Hong Kong,Asia-Pacific,Hong Kong,Manufacturing Systems,HK3A2NC1UBQ0,Corporate,Healthcare,CNY,156.84,5,Senior Unsecured,Fixed,7.41,180.91,7.38,0.03,203.89,305.83,346.61,1.87,8.51,None,True,False
2025-02-24,London,EMEA,France,Manufacturing Corporation,FRT0G455UQU7,Corporate,Utilities,EUR,338.57,10,Senior Unsecured,Fixed,3.61,115.81,3.6,0.01,440.14,660.21,748.24,1.49,24.82,Passive Bookrunner,True,False
2022-06-05,Hong Kong,Asia-Pacific,Hong Kong,Engineering Innovations,HK7XSG4VLGM4,Corporate,Healthcare,CNY,265.7,10,Senior Unsecured,Fixed,2.81,124.99,2.72,0.09,345.41,518.12,587.2,4.41,25.41,None,True,False
2022-03-18,Hong Kong,Asia-Pacific,Hong Kong,Brands Corporation,HKN7SM7MHDH0,Corporate,Healthcare,JPY,365.97,10,Senior Unsecured,Floating,5.98,197.61,5.86,0.12,475.76,713.64,808.79,3.87,45.18,None,True,False
2023-01-14,London,EMEA,France,Manufacturing Systems,FRX1MMPCM5U0,Corporate,Utilities,EUR,577.72,7,Senior Unsecured,Floating,5.3,182.21,5.16,0.14,751.04,1126.56,1276.77,4.49,37.12,None,True,True
2024-02-11,London,EMEA,Switzerland,Government of Switzerland,CHQ6QYY73W51,SSA,Sovereign,EUR,430.62,3,Senior Unsecured,Fixed,6.68,42.46,6.65,0.03,775.12,1705.26,1937.8,1.61,13.6,None,True,False
2020-09-05,New York,Americas,USA,Retail Systems,USASD7IVIRM9,Corporate,Consumer,CAD,335.88,10,Senior Unsecured,Fixed,3.08,153.07,3.03,0.05,436.64,654.96,742.29,2.06,36.92,Co-Manager,False,True
2023-08-06,Hong Kong,Asia-Pacific,Hong Kong,Metropolitan Financial,HKWQZDHYOK83,FIG,Financial Services,USD,298.0,5,Senior Preferred,Fixed,5.24,119.34,5.21,0.03,447.0,804.6,894.0,2.19,33.16,Passive Bookrunner,False,False
2023-06-01,London,EMEA,UK,NatWest Group,GBGBK0H5YPJ2,FIG,Financial Services,USD,261.46,30,Tier 2,Fixed,5.04,123.04,4.97,0.07,392.19,705.94,784.38,3.87,38.25,Co-Manager,True,True
2024-05-14,Hong Kong,Asia-Pacific,Singapore,Government of Singapore,SG989JVJQI56,SSA,Sovereign,HKD,716.28,5,Secured,Floating,6.63,24.61,6.63,0.0,1289.3,2836.46,3223.25,1.1,8.47,Active Bookrunner,True,False
2025-02-12,Hong Kong,Asia-Pacific,Hong Kong,Retail Systems,HKAK3ZAEPIZ7,Corporate,Industrial,CNY,371.15,5,Senior Unsecured,Zero-Coupon,6.47,81.84,6.34,0.13,482.5,723.75,820.25,4.55,48.34,Active Bookrunner,True,False
2025-02-05,London,EMEA,UK,Engineering Corporation,GBLW6NWY3FD3,Corporate,Consumer,EUR,68.88,5,Senior Unsecured,Floating,5.87,161.4,5.84,0.03,89.54,134.31,152.22,2.0,40.46,Co-Manager,True,False
2021-03-03,New York,Americas,Brazil,Cyber Innovations,BR50SZLIY5G2,Corporate,Consumer,USD,222.33,10,Senior Subordinated,Zero-Coupon,4.34,176.72,4.22,0.12,289.03,433.54,491.35,3.68,29.38,Co-Manager,False,False
2024-10-29,Hong Kong,Asia-Pacific,Singapore,Industrial Innovations,SG5Q5MTZOM33,Corporate,Industrial,JPY,312.58,10,Senior Subordinated,Fixed,6.59,170.89,6.49,0.1,406.35,609.53,690.8,3.55,18.45,None,False,True
2023-10-15,London,EMEA,UK,Barclays Holdings,GB7CJAT4X6Q7,FIG,Asset Management,EUR,188.21,5,Senior Non-Preferred,Fixed,6.14,77.4,6.11,0.03,282.31,508.16,564.62,2.38,24.94,Active Bookrunner,True,True
2024-10-09,New York,Americas,Brazil,Retail Solutions,BR5ZYX0FDFC9,Corporate,Industrial,USD,123.08,10,Senior Unsecured,Floating,4.39,149.37,4.22,0.17,160.0,240.0,272.0,4.81,19.17,None,True,False
2024-03-15,Hong Kong,Asia-Pacific,Hong Kong,Bio Solutions,HK3SW3WJMCS0,Corporate,Technology,HKD,430.25,10,Senior Unsecured,Fixed,7.2,89.86,7.12,0.08,559.33,839.0,950.86,3.66,15.33,Passive Bookrunner,False,True
2020-08-19,London,EMEA,UK,Global Corporation,GBFI9AQIOVZ8,Corporate,Utilities,GBP,451.47,7,Senior Secured,Fixed,5.89,121.81,5.77,0.12,586.91,880.37,997.75,4.54,37.39,Global Coordinator,True,False
2020-08-12,Hong Kong,Asia-Pacific,China,ICBC Banking Corp,CNYAKOGTDRE4,FIG,Asset Management,CNY,241.25,10,Tier 2,Floating,5.39,60.43,5.35,0.04,361.88,651.38,723.76,2.03,5.64,Global Coordinator,True,False
2020-02-04,London,EMEA,Netherlands,Engineering Solutions,NL82NVNY0SW5,Corporate,Consumer,GBP,480.18,10,Senior Unsecured,Fixed,4.82,169.73,4.74,0.08,624.23,936.35,1061.19,3.71,26.88,Passive Bookrunner,False,False
2024-03-19,London,EMEA,UK,Industrial Solutions,GBDDV45HDO87,Corporate,Utilities,EUR,194.15,10,Senior Unsecured,Fixed,3.84,89.4,3.79,0.05,252.4,378.6,429.08,3.13,7.73,Passive Bookrunner,True,False
2023-12-05,Hong Kong,Asia-Pacific,China,Pharma Corporation,CN7KIGJ0MW70,Corporate,Healthcare,CNY,358.75,3,Senior Unsecured,Fixed,6.41,208.46,6.32,0.09,466.38,699.57,792.85,3.14,45.91,Active Bookrunner,True,True
2021-03-28,Hong Kong,Asia-Pacific,Hong Kong,Retail Solutions,HKUSQODMHKE1,Corporate,Consumer,HKD,511.31,5,Senior Unsecured,Floating,5.62,183.52,5.58,0.04,664.7,997.05,1129.99,1.9,35.23,None,True,False
2022-09-10,London,EMEA,United Arab Emirates,Global Group,AELNKGK9BP36,FIG,Financial Services,EUR,272.35,5,Senior Preferred,Fixed,3.58,87.88,3.49,0.09,408.53,735.35,817.06,4.51,6.94,Global Coordinator,True,True
2020-04-14,New York,Americas,USA,Tech Corporation,USP5RU3Q5268,Corporate,Industrial,EUR,194.88,5,Senior Subordinated,Fixed,7.53,154.24,7.51,0.02,253.34,380.01,430.68,1.79,19.14,Documentation Agent,False,True
2025-02-18,Hong Kong,Asia-Pacific,South Korea,Metropolitan Financial,KR80J0PFWZY5,FIG,Insurance,USD,202.42,10,Senior Non-Preferred,Fixed,2.54,156.75,2.52,0.02,303.63,546.53,607.26,2.06,45.15,Active Bookrunner,False,False
2021-12-05,London,EMEA,UK,Global Innovations,GB2VCDG3XRA1,Corporate,Industrial,EUR,495.2,10,Junior Subordinated,Floating,4.43,91.2,4.28,0.15,643.76,965.64,1094.39,4.75,19.87,Passive Bookrunner,False,False
2020-05-21,London,EMEA,Saudi Arabia,Global Innovations,SALPV90KTXO9,Corporate,Oil & Gas,GBP,413.31,5,Senior Subordinated,Zero-Coupon,5.57,127.33,5.54,0.03,537.3,805.95,913.41,1.85,28.83,Passive,True,True
2023-10-20,New York,Americas,USA,Engineering Solutions,USLS7SGW3YE5,Corporate,Technology,USD,380.2,10,Senior Unsecured,Fixed,6.35,219.29,6.33,0.02,494.26,741.39,840.24,1.85,22.61,Global Coordinator,False,False
2025-02-06,New York,Americas,Brazil,Cloud Solutions,BRLJB0QSLZ91,Corporate,Healthcare,CAD,71.41,7,Senior Secured,Fixed,5.38,137.74,5.3,0.08,92.83,139.25,157.81,3.34,39.52,None,False,True
2022-03-26,New York,Americas,Canada,Global Holdings,CAF8F8YKGHM7,FIG,Financial Services,USD,199.33,7,Tier 2,Fixed,2.57,111.0,2.55,0.02,299.0,538.2,598.0,1.7,6.27,None,True,False
2021-01-13,Hong Kong,Asia-Pacific,South Korea,Manufacturing Innovations,KRU984WOVAJ4,Corporate,Consumer,CNY,366.65,1,Senior Unsecured,Zero-Coupon,3.88,165.77,3.84,0.04,476.64,714.96,810.29,1.86,15.9,Co-Manager,True,True
2025-02-26,London,EMEA,France,Metropolitan Holdings,FRHQ8WTRUN90,FIG,Banks,EUR,290.02,3,Tier 2,Fixed,8.0,141.45,7.95,0.05,435.03,783.05,870.06,2.32,26.66,Passive Bookrunner,False,True
2022-08-03,London,EMEA,Germany,Brands Solutions,DE2JWWF1E4X9,Corporate,Utilities,EUR,304.63,10,Senior Unsecured,Fixed,3.68,162.11,3.64,0.04,396.02,594.03,673.23,2.72,26.83,Passive Bookrunner,False,False
2020-02-23,London,EMEA,Germany,L-Bank,DEU5ZXFIMVG7,SSA,Sovereign,GBP,1533.9,30,Senior Unsecured,Floating,3.26,28.12,3.15,0.11,2761.02,6074.24,6902.55,4.19,32.36,Active Bookrunner,True,False
2024-06-07,New York,Americas,Canada,Global Financial,CAA7ZJH6M0Q9,FIG,Financial Services,USD,109.95,5,Senior Non-Preferred,Fixed,5.69,127.02,5.59,0.1,164.93,296.87,329.86,3.66,41.13,Co-Manager,True,True
2024-07-17,London,EMEA,United Arab Emirates,Global Group,AE50QCN6YPD5,FIG,Financial Services,EUR,123.66,5,Senior Non-Preferred,Fixed,2.01,86.45,1.9,0.11,185.49,333.88,370.98,4.45,5.38,Passive Bookrunner,True,False
2021-06-01,Hong Kong,Asia-Pacific,Japan,Bio Innovations,JP6LA0Q9KVC2,Corporate,Industrial,JPY,101.89,5,Senior Unsecured,Fixed,4.35,193.18,4.35,0.0,132.46,198.69,225.18,1.14,34.0,Passive,False,False
2025-01-10,New York,Americas,Mexico,Government of Mexico,MX56Z4ZOIFC8,SSA,Sovereign,USD,721.8,10,Senior Unsecured,Fixed,7.8,40.45,7.68,0.12,1299.24,2858.33,3248.1,3.59,37.92,Passive,True,False
2021-04-19,New York,Americas,Canada,Government of Canada,CATGRL84ZCZ3,SSA,Sovereign,USD,314.66,5,Senior Unsecured,Floating,3.91,24.26,3.89,0.02,566.39,1246.06,1415.97,1.46,13.68,Documentation Agent,False,False
2022-06-28,New York,Americas,USA,Retail Innovations,USHJKUH6YX44,Corporate,Technology,USD,127.78,10,Senior Unsecured,Fixed,2.38,184.56,2.34,0.04,166.11,249.17,282.39,1.96,33.78,Global Coordinator,True,False
2024-09-24,New York,Americas,Canada,Cloud Solutions,CACMY3QO9JS2,Corporate,Technology,USD,118.26,10,Senior Unsecured,Fixed,2.23,88.24,2.15,0.08,153.74,230.61,261.36,2.65,36.47,Passive,True,False
2020-07-09,Hong Kong,Asia-Pacific,China,Digital Corporation,CNZJ7P98DCK3,Corporate,Consumer,USD,247.41,30,Senior Subordinated,Fixed,3.08,152.62,2.99,0.09,321.63,482.44,546.77,3.85,19.31,Passive Bookrunner,True,False
2024-09-18,London,EMEA,UK,Global Innovations,GBB27ERSP0L0,Corporate,Utilities,EUR,449.62,10,Senior Secured,Fixed,7.11,161.27,7.09,0.02,584.51,876.76,993.67,1.98,18.41,None,False,True
2020-12-13,Hong Kong,Asia-Pacific,Japan,Tech Innovations,JPRI1962KLE2,Corporate,Healthcare,USD,174.9,5,Senior Unsecured,Fixed,5.68,196.56,5.57,0.11,227.37,341.06,386.53,3.34,41.96,Co-Manager,False,False
2022-10-01,London,EMEA,Germany,Industrial Solutions,DE8IUWAK8159,Corporate,Consumer,EUR,295.04,20,Senior Unsecured,Fixed,6.01,200.47,5.99,0.02,383.55,575.33,652.03,1.65,39.14,Active Bookrunner,True,True
2022-10-27,Hong Kong,Asia-Pacific,Singapore,Government of Singapore,SGNUS66MTKU2,SSA,Sovereign,USD,926.08,5,Senior Unsecured,Floating,3.4,32.19,3.37,0.03,1666.94,3667.27,4167.35,2.61,38.9,None,False,True
2020-12-06,New York,Americas,Canada,Manufacturing Solutions,CAV4T2549KU7,Corporate,Consumer,EUR,131.43,3,Senior Unsecured,Fixed,3.48,73.64,3.33,0.15,170.86,256.29,290.46,4.95,16.86,None,True,True
2020-03-29,New York,Americas,Canada,Metropolitan Financial,CAYKISL7WH49,FIG,Asset Management,USD,128.33,30,Senior Preferred,Floating,6.32,176.44,6.3,0.02,192.5,346.5,385.0,1.98,13.63,None,True,False
